EP, 90, 2024061618, 03, AC00, 000, 140N,  922W,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AC00, 006, 144N,  922W,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AC00, 012, 153N,  909W,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 000, 140N,  923W,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 006, 147N,  918W,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 012, 158N,  910W,  24, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 018, 171N,  909W,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 024, 182N,  908W,  19, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 030, 192N,  909W,  22, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 036, 203N,  911W,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 042, 212N,  916W,  27, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 048, 218N,  921W,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 054, 222N,  934W,  28,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 060, 227N,  948W,  29, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 066, 227N,  952W,  31,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AEMN, 072, 226N,  956W,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AP01, 000, 144N,  923W,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AP01, 006, 158N,  907W,  21, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AP01, 012, 167N,  895W,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AP01, 018, 181N,  891W,  23, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 90, 2024061618, 03, AP01, 024, 194N,  892W,  27, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
